account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,subscription_id,start_date,end_date,mrr_amount,arr_amount,upgrade_flag,downgrade_flag,billing_frequency,auto_renew_flag,usage_count,error_count,total_tickets,avg_satisfaction
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,18,False,True,S-df262a,2023-11-06,,5572,66864,True,False,monthly,True,71.0,4.0,3.0,4.0
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,18,False,True,S-c80ac4,2023-11-29,,342,4104,False,False,annual,True,21.0,0.0,3.0,4.0
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,18,False,True,S-9171f0,2024-03-26,,513,6156,False,False,annual,True,37.0,0.0,3.0,4.0
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,18,False,True,S-0d2fb8,2023-09-20,,418,5016,False,False,annual,False,27.0,5.0,3.0,4.0
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,18,False,True,S-726749,2024-02-22,,882,10584,True,False,annual,True,60.0,0.0,3.0,4.0
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-ce5450,2024-12-25,2024-12-28,0,0,False,False,annual,True,80.0,5.0,3.0,4.666666666666667
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-f615d2,2024-10-23,,882,10584,True,False,monthly,True,40.0,1.0,3.0,4.666666666666667
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-a346d6,2024-08-31,2024-09-25,3781,45372,False,False,annual,True,39.0,2.0,3.0,4.666666666666667
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-45baa6,2024-10-08,,196,2352,False,False,monthly,True,35.0,3.0,3.0,4.666666666666667
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-f32440,2024-10-06,,760,9120,False,False,monthly,True,51.0,2.0,3.0,4.666666666666667
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-973e8e,2024-09-28,2024-12-16,1194,14328,False,False,annual,True,66.0,2.0,3.0,4.666666666666667
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-d6106b,2024-10-16,,114,1368,False,False,monthly,True,45.0,6.0,3.0,4.666666666666667
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-22eb3c,2024-12-20,,1140,13680,False,False,monthly,True,64.0,6.0,3.0,4.666666666666667
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-3b98b1,2024-10-10,,5771,69252,False,False,monthly,True,31.0,1.0,3.0,4.666666666666667
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-fc7e8e,2024-10-11,,398,4776,False,False,monthly,True,92.0,4.0,3.0,4.666666666666667
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-897d69,2024-12-20,,2695,32340,False,False,monthly,True,24.0,0.0,3.0,4.666666666666667
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-561d54,2024-11-10,,49,588,False,False,annual,True,99.0,6.0,3.0,4.666666666666667
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-04fd47,2024-10-27,,228,2736,False,False,annual,True,28.0,2.0,3.0,4.666666666666667
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-b037c5,2024-10-07,,980,11760,False,True,annual,True,72.0,4.0,3.0,4.666666666666667
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-9c414f,2024-12-27,,98,1176,False,False,annual,True,55.0,4.0,3.0,4.666666666666667
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-fccc09,2024-12-20,,1176,14112,True,False,monthly,True,69.0,3.0,2.0,3.981276595744681
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-327a60,2024-05-03,,893,10716,False,False,annual,True,41.0,2.0,2.0,3.981276595744681
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-e7e4bd,2024-02-15,,4776,57312,False,False,annual,True,114.0,8.0,2.0,3.981276595744681
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-90229f,2024-07-11,,0,0,True,False,monthly,True,26.0,0.0,2.0,3.981276595744681
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-12ed58,2024-11-14,,608,7296,False,False,annual,True,16.0,2.0,2.0,3.981276595744681
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-da7f1f,2023-12-04,,1176,14112,False,False,monthly,False,66.0,4.0,2.0,3.981276595744681
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-329803,2024-04-29,,646,7752,False,False,monthly,False,50.0,2.0,2.0,3.981276595744681
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-e1de58,2024-10-28,,6965,83580,True,False,annual,True,18.0,3.0,7.0,3.851793313069909
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-6055d4,2024-11-13,,0,0,False,False,monthly,True,56.0,2.0,7.0,3.851793313069909
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-4bfa1d,2024-12-21,2024-12-30,1715,20580,False,False,monthly,True,44.0,4.0,7.0,3.851793313069909
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-c3cb12,2024-11-01,,10746,128952,False,False,annual,False,87.0,5.0,7.0,3.851793313069909
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-d925e2,2024-12-16,,1715,20580,False,False,annual,True,59.0,0.0,7.0,3.851793313069909
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-3cae3d,2024-12-04,,1715,20580,False,False,annual,False,68.0,5.0,7.0,3.851793313069909
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-79d1e0,2024-12-31,2024-12-31,21691,260292,False,False,monthly,True,117.0,7.0,7.0,3.851793313069909
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-16dc40,2024-11-16,,2499,29988,True,False,monthly,True,72.0,1.0,7.0,3.851793313069909
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-7ac9dd,2024-11-24,,1715,20580,False,False,annual,False,58.0,4.0,7.0,3.851793313069909
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-86455a,2023-12-01,,588,7056,False,False,monthly,True,61.0,2.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-ee53e8,2024-09-03,,323,3876,False,False,annual,True,78.0,1.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-35cf1c,2024-02-17,,931,11172,False,False,monthly,True,56.0,2.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-ba672b,2024-05-01,,196,2352,False,False,annual,False,46.0,0.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-523cce,2024-08-28,,5970,71640,False,False,monthly,True,43.0,0.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-80016a,2024-01-11,,995,11940,False,False,monthly,True,7.0,2.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-4f3f73,2024-08-04,2024-08-12,196,2352,False,False,annual,True,13.0,3.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-5d5699,2024-06-16,,6965,83580,False,False,annual,True,46.0,4.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-afa7a7,2024-10-03,,0,0,False,False,annual,True,27.0,2.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-34253c,2023-12-02,,342,4104,False,False,annual,False,30.0,3.0,4.0,3.7359574468085106
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-412125,2024-01-14,,304,3648,False,False,monthly,True,50.0,2.0,4.0,3.7359574468085106
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-e97b9f,2024-03-16,,2388,28656,False,False,annual,True,30.0,4.0,6.0,3.8302127659574468
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-d26ff6,2024-12-01,,5174,62088,False,False,monthly,True,44.0,1.0,6.0,3.8302127659574468
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-665df9,2024-10-28,,539,6468,False,False,annual,True,44.0,0.0,6.0,3.8302127659574468
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-ccf11b,2024-08-02,,539,6468,False,False,annual,True,52.0,2.0,6.0,3.8302127659574468
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-40e528,2024-11-19,,0,0,False,False,annual,True,40.0,1.0,6.0,3.8302127659574468
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-461334,2024-05-06,,209,2508,False,False,annual,True,80.0,3.0,6.0,3.8302127659574468
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-97a57b,2024-08-12,,5174,62088,False,False,monthly,True,39.0,2.0,6.0,3.8302127659574468
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-f8d0a2,2024-05-15,,209,2508,False,False,annual,False,44.0,1.0,6.0,3.8302127659574468
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-1784ce,2024-09-25,,2401,28812,False,False,annual,True,0.0,0.0,6.0,3.8302127659574468
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-0a28cd,2023-10-08,,4179,50148,False,False,monthly,True,41.0,2.0,3.0,3.981276595744681
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-e1dc0b,2023-09-16,,0,0,False,False,monthly,True,38.0,1.0,3.0,3.981276595744681
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-b57dcd,2023-05-11,,95,1140,False,False,annual,True,54.0,3.0,3.0,3.981276595744681
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-531e3a,2024-07-22,,741,8892,False,False,monthly,True,27.0,4.0,3.0,3.981276595744681
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-47cf94,2023-10-02,2024-05-03,665,7980,False,False,annual,True,5.0,1.0,3.0,3.981276595744681
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-5677fb,2024-07-02,,2587,31044,False,False,monthly,False,33.0,2.0,3.0,3.981276595744681
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-12125f,2023-08-08,,57,684,False,False,monthly,True,66.0,6.0,3.0,3.981276595744681
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-a01d87,2024-06-27,,171,2052,False,False,annual,True,48.0,2.0,3.0,3.981276595744681
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-7b211a,2024-11-10,,1568,18816,False,False,annual,True,38.0,0.0,3.0,3.981276595744681
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-b41269,2024-03-23,,2985,35820,False,False,annual,True,32.0,2.0,3.0,3.981276595744681
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-99fbf7,2024-09-10,,2388,28656,False,False,annual,True,65.0,2.0,4.0,3.7453191489361704
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-4d1a78,2024-11-02,,0,0,False,False,monthly,True,50.0,5.0,4.0,3.7453191489361704
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-8942cf,2024-11-21,,588,7056,False,False,monthly,True,19.0,0.0,4.0,3.7453191489361704
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-5901a1,2024-09-10,,0,0,False,False,annual,True,55.0,4.0,4.0,3.7453191489361704
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-ab476e,2024-11-28,,13333,159996,False,False,annual,True,57.0,0.0,4.0,3.7453191489361704
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-32545c,2024-11-13,,2985,35820,False,False,annual,False,32.0,0.0,4.0,3.7453191489361704
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-31d765,2024-12-04,,0,0,True,False,annual,True,39.0,4.0,4.0,3.7453191489361704
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-92b77f,2024-11-27,,588,7056,False,False,annual,False,76.0,6.0,4.0,3.7453191489361704
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-fa03a5,2024-11-27,,588,7056,False,False,annual,True,25.0,6.0,4.0,3.7453191489361704
A-7dacce,Company_8,Cybersecurity,CA,2024-09-10,event,Enterprise,12,False,True,S-0bdf55,2024-09-18,,2587,31044,False,False,annual,False,54.0,2.0,4.0,3.7453191489361704
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Enterprise,14,False,True,S-b4212b,2023-05-12,2024-01-21,3383,40596,True,False,monthly,True,74.0,5.0,3.0,3.660425531914894
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Enterprise,14,False,True,S-a34e37,2024-04-27,,0,0,False,False,annual,True,48.0,2.0,3.0,3.660425531914894
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Enterprise,14,False,True,S-6eb56d,2024-09-14,,1666,19992,False,False,monthly,True,51.0,1.0,3.0,3.660425531914894
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Enterprise,14,False,True,S-c1ad26,2024-05-09,,686,8232,False,False,annual,True,13.0,6.0,3.0,3.660425531914894
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Enterprise,14,False,True,S-020dce,2024-07-05,,2786,33432,False,False,monthly,False,7.0,0.0,3.0,3.660425531914894
A-10b8da,Company_9,DevTools,US,2023-05-08,partner,Enterprise,14,False,True,S-bfca66,2023-06-09,,266,3192,False,False,annual,False,64.0,0.0,3.0,3.660425531914894
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-17cfc4,2024-12-01,,0,0,False,True,monthly,True,100.0,2.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-65dd83,2024-11-07,,1764,21168,False,False,annual,True,61.0,4.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-d97185,2024-12-22,,1813,21756,False,False,annual,True,58.0,1.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-f86bcf,2024-12-02,2024-12-03,2156,25872,False,False,annual,False,41.0,2.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-404ecd,2024-09-27,2024-12-18,3582,42984,False,False,monthly,True,47.0,1.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-24cdb5,2024-10-21,,665,7980,False,False,annual,True,40.0,3.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-810a67,2024-10-15,,882,10584,False,False,monthly,True,34.0,3.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-0c63de,2024-12-31,,882,10584,False,False,annual,False,50.0,4.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-751802,2024-11-03,,342,4104,False,False,monthly,True,0.0,0.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-73d0eb,2024-10-09,,1140,13680,False,False,monthly,True,75.0,4.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-16a545,2024-09-30,,665,7980,False,False,annual,True,64.0,3.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-150930,2024-09-26,,8358,100296,False,False,monthly,False,78.0,2.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-a4d69d,2024-12-11,,342,4104,False,False,monthly,True,94.0,11.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-8b1b5a,2024-12-17,,882,10584,False,False,annual,True,31.0,1.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-5a500d,2024-09-26,,0,0,False,False,annual,True,59.0,0.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-edd29b,2024-12-24,,3582,42984,False,False,annual,True,40.0,5.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-86615c,2024-10-03,,5174,62088,True,False,monthly,True,76.0,2.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-529f0c,2024-11-28,2024-12-10,0,0,False,False,monthly,True,51.0,5.0,3.0,4.320851063829788
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-763b53,2024-12-22,,342,4104,False,False,annual,False,54.0,2.0,3.0,4.320851063829788
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-26e8f0,2024-11-17,,11741,140892,False,False,monthly,False,43.0,2.0,2.0,5.0
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-39bb68,2024-11-23,,1121,13452,False,False,monthly,True,54.0,2.0,2.0,5.0
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-388190,2024-12-27,,11741,140892,False,False,annual,False,64.0,3.0,2.0,5.0
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-e338a1,2024-12-14,,2891,34692,False,False,monthly,True,47.0,2.0,2.0,5.0
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-4d5623,2024-11-09,,11741,140892,False,False,annual,True,59.0,1.0,2.0,5.0
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-7554c2,2024-12-13,,0,0,False,False,annual,True,113.0,4.0,2.0,5.0
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-a175c2,2024-12-15,,0,0,True,False,annual,True,41.0,3.0,2.0,5.0
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-7cd9fa,2024-12-29,,1121,13452,False,False,monthly,True,35.0,0.0,2.0,5.0
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-31afc4,2024-12-09,,2891,34692,False,False,monthly,False,52.0,3.0,2.0,5.0
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-85b7d7,2024-12-27,,0,0,False,False,monthly,False,54.0,2.0,2.0,5.0
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,7,True,False,S-191550,2024-05-08,,285,3420,True,False,monthly,True,36.0,1.0,3.0,4.320851063829788
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,7,True,False,S-d1350e,2024-07-27,,12139,145668,False,False,annual,True,30.0,0.0,3.0,4.320851063829788
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,7,True,False,S-d66d63,2023-08-25,,637,7644,False,False,annual,True,110.0,6.0,3.0,4.320851063829788
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,7,True,False,S-8b9deb,2024-09-12,2024-11-01,343,4116,False,False,monthly,True,118.0,6.0,3.0,4.320851063829788
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,7,True,False,S-77c22b,2024-03-13,,1393,16716,False,False,annual,True,43.0,4.0,3.0,4.320851063829788
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,7,True,False,S-91da84,2024-03-08,2024-09-19,343,4116,False,False,annual,True,27.0,1.0,3.0,4.320851063829788
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,7,True,False,S-4af421,2024-07-08,,513,6156,False,False,monthly,False,82.0,2.0,3.0,4.320851063829788
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,7,True,False,S-270a4e,2024-01-17,,133,1596,True,False,monthly,True,63.0,2.0,3.0,4.320851063829788
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,7,True,False,S-0ff481,2023-04-30,,285,3420,False,False,annual,False,28.0,3.0,3.0,4.320851063829788
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,7,True,False,S-b633be,2023-09-26,2024-07-14,0,0,False,False,monthly,True,53.0,2.0,3.0,4.320851063829788
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,7,True,False,S-c9eecb,2024-10-10,,171,2052,False,False,annual,True,45.0,0.0,3.0,4.320851063829788
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,7,True,False,S-4fc62f,2024-12-12,,0,0,False,False,annual,True,35.0,3.0,3.0,4.320851063829788
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,11,True,False,S-162596,2024-02-29,,0,0,False,False,monthly,True,23.0,1.0,4.0,3.9859574468085106
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,11,True,False,S-53fa80,2024-08-05,,2786,33432,False,False,monthly,True,52.0,4.0,4.0,3.9859574468085106
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,11,True,False,S-9dda85,2024-01-16,2024-05-29,1691,20292,False,False,annual,False,37.0,2.0,4.0,3.9859574468085106
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,11,True,False,S-5a4fb5,2024-02-13,,637,7644,True,False,annual,True,61.0,4.0,4.0,3.9859574468085106
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,11,True,False,S-3a6a71,2024-04-19,,1159,13908,False,False,monthly,False,52.0,0.0,4.0,3.9859574468085106
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,11,True,False,S-d5bf88,2024-02-21,,10348,124176,False,True,annual,True,77.0,6.0,4.0,3.9859574468085106
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,11,True,False,S-b86304,2024-05-07,,931,11172,False,False,annual,True,59.0,1.0,4.0,3.9859574468085106
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,11,True,False,S-cce34b,2024-03-25,,882,10584,False,False,monthly,True,53.0,0.0,4.0,3.9859574468085106
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,11,True,False,S-b046ad,2024-09-24,,0,0,False,False,monthly,True,72.0,5.0,4.0,3.9859574468085106
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,11,True,False,S-17c51e,2024-11-25,2024-12-12,2989,35868,False,False,annual,True,40.0,0.0,4.0,3.9859574468085106
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,11,True,False,S-82c91a,2024-12-10,,1470,17640,False,False,annual,True,44.0,1.0,4.0,3.9859574468085106
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,11,True,False,S-718116,2024-05-03,,539,6468,False,True,monthly,True,72.0,2.0,4.0,3.9859574468085106
A-956988,Company_14,EdTech,UK,2024-11-30,ads,Enterprise,1,False,False,S-d1527e,2024-12-07,,1274,15288,False,False,annual,True,32.0,1.0,2.0,3.4906382978723407
A-956988,Company_14,EdTech,UK,2024-11-30,ads,Enterprise,1,False,False,S-f9df40,2024-12-05,,1330,15960,False,False,annual,True,20.0,5.0,2.0,3.4906382978723407
